time,DE-LU->FR,DE-LU->NL,DE-LU->NO2,Total
2025-03-31,1754.5143488425924,695.621875771605,902.5551238425926,3352.6913484567904
2025-06-30,1898.4897320665445,387.6751259157509,502.44342948717946,2788.608287469475
2025-09-30,2547.4604800724637,961.8374595410628,703.2366959918478,4212.534635605374
2025-12-31,2929.1810856506645,637.8885099637681,1029.7200254755435,4596.789621089976
